Age,Home,From,To,move_N,percentage_moving,t1,t2,ct1,ct2,S,E,A,Ia,Is,Ih,Ic,Im,R
2,101,0,101,31.609375,-1,17,17.7276763106449,17.7276763106449,18.4553526212899,1,1,1,1,1,1,1,1,1
3,101,101,0,22.1285846438483,-1,8.27232368935507,9,9,9.72767631064493,1,1,1,1,0,0,0,0,1
3,101,0,101,22.1285846438483,-1,17,17.7276763106449,17.7276763106449,18.4553526212899,1,1,1,1,1,1,1,1,1
1,102,102,0,40.4404119666503,-1,8.20184201204822,9,9,9.79815798795178,1,1,1,1,0,0,0,0,1
1,102,0,102,40.4404119666503,-1,17,17.7981579879518,17.7981579879518,18.5963159759036,1,1,1,1,1,1,1,1,1
2,102,102,0,47.7210712481051,-1,8.20184201204822,9,9,9.79815798795178,1,1,1,1,0,0,0,0,1
2,102,0,102,47.7210712481051,-1,17,17.7981579879518,17.7981579879518,18.5963159759036,1,1,1,1,1,1,1,1,1
1,103,103,0,32.6419634263715,-1,8.40211481987412,9,9,9.59788518012588,1,1,1,1,0,0,0,0,1
1,103,0,103,32.6419634263715,-1,17,17.5978851801259,17.5978851801259,18.1957703602518,1,1,1,1,1,1,1,1,1
2,103,103,0,38.4880112834979,-1,8.40211481987412,9,9,9.59788518012588,1,1,1,1,0,0,0,0,1
2,103,0,103,38.4880112834979,-1,17,17.5978851801259,17.5978851801259,18.1957703602518,1,1,1,1,1,1,1,1,1
3,103,103,0,21.4441321152495,-1,8.40211481987412,9,9,9.59788518012588,1,1,1,1,0,0,0,0,1
3,103,0,103,21.4441321152495,-1,17,17.5978851801259,17.5978851801259,18.1957703602518,1,1,1,1,1,1,1,1,1
1,104,104,0,87.1243184296619,-1,8.50332400672698,9,9,9.49667599327302,1,1,1,1,0,0,0,0,1
1,104,0,104,87.1243184296619,-1,17,17.496675993273,17.496675993273,17.993351986546,1,1,1,1,1,1,1,1,1
2,104,104,0,71.3075020610058,-1,8.50332400672698,9,9,9.49667599327302,1,1,1,1,0,0,0,0,1
2,104,0,104,71.3075020610058,-1,17,17.496675993273,17.496675993273,17.993351986546,1,1,1,1,1,1,1,1,1
3,104,104,0,23.4482044198895,-1,8.50332400672698,9,9,9.49667599327302,1,1,1,1,0,0,0,0,1
3,104,0,104,23.4482044198895,-1,17,17.496675993273,17.496675993273,17.993351986546,1,1,1,1,1,1,1,1,1
2,105,105,0,24.8755364806867,-1,8.15289050624642,9,9,9.84710949375358,1,1,1,1,0,0,0,0,1
2,105,0,105,24.8755364806867,-1,17,17.8471094937536,17.8471094937536,18.6942189875072,1,1,1,1,1,1,1,1,1
1,106,106,0,93.7101572460688,-1,8.3283685990764,9,9,9.6716314009236,1,1,1,1,0,0,0,0,1
1,106,0,106,93.7101572460688,-1,17,17.6716314009236,17.6716314009236,18.3432628018472,1,1,1,1,1,1,1,1,1
2,106,106,0,64.5558496559026,-1,8.3283685990764,9,9,9.6716314009236,1,1,1,1,0,0,0,0,1
2,106,0,106,64.5558496559026,-1,17,17.6716314009236,17.6716314009236,18.3432628018472,1,1,1,1,1,1,1,1,1
3,106,106,0,20.086271567892,-1,8.3283685990764,9,9,9.6716314009236,1,1,1,1,0,0,0,0,1
3,106,0,106,20.086271567892,-1,17,17.6716314009236,17.6716314009236,18.3432628018472,1,1,1,1,1,1,1,1,1
1,107,107,0,87.1338461538462,-1,8.47246216020941,9,9,9.5275378397906,1,1,1,1,0,0,0,0,1
1,107,0,107,87.1338461538462,-1,17,17.5275378397906,17.5275378397906,18.0550756795812,1,1,1,1,1,1,1,1,1
2,107,107,0,68.4099821746881,-1,8.47246216020941,9,9,9.5275378397906,1,1,1,1,0,0,0,0,1
2,107,0,107,68.4099821746881,-1,17,17.5275378397906,17.5275378397906,18.0550756795812,1,1,1,1,1,1,1,1,1
1,108,108,0,29.0639668660838,-1,8.2338134198348,9,9,9.7661865801652,1,1,1,1,0,0,0,0,1
1,108,0,108,29.0639668660838,-1,17,17.7661865801652,17.7661865801652,18.5323731603304,1,1,1,1,1,1,1,1,1
2,108,108,0,32.1954813359528,-1,8.2338134198348,9,9,9.7661865801652,1,1,1,1,0,0,0,0,1
2,108,0,108,32.1954813359528,-1,17,17.7661865801652,17.7661865801652,18.5323731603304,1,1,1,1,1,1,1,1,1
1,109,109,0,48.5708812260536,-1,8.30790181373224,9,9,9.69209818626776,1,1,1,1,0,0,0,0,1
1,109,0,109,48.5708812260536,-1,17,17.6920981862678,17.6920981862678,18.3841963725355,1,1,1,1,1,1,1,1,1
2,109,109,0,20.9068911099421,-1,8.30790181373224,9,9,9.69209818626776,1,1,1,1,0,0,0,0,1
2,109,0,109,20.9068911099421,-1,17,17.6920981862678,17.6920981862678,18.3841963725355,1,1,1,1,1,1,1,1,1
1,111,111,0,98.0780031201248,-1,8.49510678582684,9,9,9.50489321417316,1,1,1,1,0,0,0,0,1
1,111,0,111,98.0780031201248,-1,17,17.5048932141732,17.5048932141732,18.0097864283463,1,1,1,1,1,1,1,1,1
2,111,111,0,56.836032388664,-1,8.49510678582684,9,9,9.50489321417316,1,1,1,1,0,0,0,0,1
2,111,0,111,56.836032388664,-1,17,17.5048932141732,17.5048932141732,18.0097864283463,1,1,1,1,1,1,1,1,1
1,112,112,0,168.834888438134,-1,8.55237914632043,9,9,9.44762085367957,1,1,1,1,0,0,0,0,1
1,112,0,112,168.834888438134,-1,17,17.4476208536796,17.4476208536796,17.8952417073591,1,1,1,1,1,1,1,1,1
2,112,112,0,108.49945115258,-1,8.55237914632043,9,9,9.44762085367957,1,1,1,1,0,0,0,0,1
2,112,0,112,108.49945115258,-1,17,17.4476208536796,17.4476208536796,17.8952417073591,1,1,1,1,1,1,1,1,1
3,112,112,0,29.5964125560538,-1,8.55237914632043,9,9,9.44762085367957,1,1,1,1,0,0,0,0,1
3,112,0,112,29.5964125560538,-1,17,17.4476208536796,17.4476208536796,17.8952417073591,1,1,1,1,1,1,1,1,1
1,113,113,0,38.5416666666667,-1,8.46355839119905,9,9,9.53644160880095,1,1,1,1,0,0,0,0,1
1,113,0,113,38.5416666666667,-1,17,17.536441608801,17.536441608801,18.0728832176019,1,1,1,1,1,1,1,1,1
2,113,113,0,41.4363438520131,-1,8.46355839119905,9,9,9.53644160880095,1,1,1,1,0,0,0,0,1
2,113,0,113,41.4363438520131,-1,17,17.536441608801,17.536441608801,18.0728832176019,1,1,1,1,1,1,1,1,1
1,114,114,0,30.2801033591731,-1,8.42969648931276,9,9,9.57030351068724,1,1,1,1,0,0,0,0,1
1,114,0,114,30.2801033591731,-1,17,17.5703035106872,17.5703035106872,18.1406070213745,1,1,1,1,1,1,1,1,1
2,114,114,0,25.0188182160331,-1,8.42969648931276,9,9,9.57030351068724,1,1,1,1,0,0,0,0,1
2,114,0,114,25.0188182160331,-1,17,17.5703035106872,17.5703035106872,18.1406070213745,1,1,1,1,1,1,1,1,1
1,115,115,0,32.4657158529896,-1,8.30663854326129,9,9,9.69336145673871,1,1,1,1,0,0,0,0,1
1,115,0,115,32.4657158529896,-1,17,17.6933614567387,17.6933614567387,18.3867229134774,1,1,1,1,1,1,1,1,1
2,115,115,0,22.3751817741154,-1,8.30663854326129,9,9,9.69336145673871,1,1,1,1,0,0,0,0,1
2,115,0,115,22.3751817741154,-1,17,17.6933614567387,17.6933614567387,18.3867229134774,1,1,1,1,1,1,1,1,1
1,117,117,0,127.567492152075,-1,8.60658290939128,9,9,9.39341709060872,1,1,1,1,0,0,0,0,1
1,117,0,117,127.567492152075,-1,17,17.3934170906087,17.3934170906087,17.7868341812174,1,1,1,1,1,1,1,1,1
2,117,117,0,94.1207133058985,-1,8.60658290939128,9,9,9.39341709060872,1,1,1,1,0,0,0,0,1
2,117,0,117,94.1207133058985,-1,17,17.3934170906087,17.3934170906087,17.7868341812174,1,1,1,1,1,1,1,1,1
1,118,118,0,40.934034416826,-1,8.27593138140186,9,9,9.72406861859814,1,1,1,1,0,0,0,0,1
1,118,0,118,40.934034416826,-1,17,17.7240686185981,17.7240686185981,18.4481372371963,1,1,1,1,1,1,1,1,1
2,118,118,0,38.3314479638009,-1,8.27593138140186,9,9,9.72406861859814,1,1,1,1,0,0,0,0,1
2,118,0,118,38.3314479638009,-1,17,17.7240686185981,17.7240686185981,18.4481372371963,1,1,1,1,1,1,1,1,1
1,119,119,0,61.5388502842704,-1,8.54182523165324,9,9,9.45817476834676,1,1,1,1,0,0,0,0,1
1,119,0,119,61.5388502842704,-1,17,17.4581747683468,17.4581747683468,17.9163495366935,1,1,1,1,1,1,1,1,1
2,119,119,0,49.6118843683084,-1,8.54182523165324,9,9,9.45817476834676,1,1,1,1,0,0,0,0,1
2,119,0,119,49.6118843683084,-1,17,17.4581747683468,17.4581747683468,17.9163495366935,1,1,1,1,1,1,1,1,1
3,119,119,0,22.4364951768489,-1,8.54182523165324,9,9,9.45817476834676,1,1,1,1,0,0,0,0,1
3,119,0,119,22.4364951768489,-1,17,17.4581747683468,17.4581747683468,17.9163495366935,1,1,1,1,1,1,1,1,1
1,120,120,0,44.8685930512556,-1,8.45339172337137,9,9,9.54660827662863,1,1,1,1,0,0,0,0,1
1,120,0,120,44.8685930512556,-1,17,17.5466082766286,17.5466082766286,18.0932165532573,1,1,1,1,1,1,1,1,1
2,120,120,0,48.9158469945355,-1,8.45339172337137,9,9,9.54660827662863,1,1,1,1,0,0,0,0,1
2,120,0,120,48.9158469945355,-1,17,17.5466082766286,17.5466082766286,18.0932165532573,1,1,1,1,1,1,1,1,1
3,120,120,0,26.6487341772152,-1,8.45339172337137,9,9,9.54660827662863,1,1,1,1,0,0,0,0,1
3,120,0,120,26.6487341772152,-1,17,17.5466082766286,17.5466082766286,18.0932165532573,1,1,1,1,1,1,1,1,1
1,121,121,0,96.9562571319894,-1,8.58822312325147,9,9,9.41177687674853,1,1,1,1,0,0,0,0,1
1,121,0,121,96.9562571319894,-1,17,17.4117768767485,17.4117768767485,17.8235537534971,1,1,1,1,1,1,1,1,1
2,121,121,0,108.65903975994,-1,8.58822312325147,9,9,9.41177687674853,1,1,1,1,0,0,0,0,1
2,121,0,121,108.65903975994,-1,17,17.4117768767485,17.4117768767485,17.8235537534971,1,1,1,1,1,1,1,1,1
3,121,121,0,36.6918149466192,-1,8.58822312325147,9,9,9.41177687674853,1,1,1,1,0,0,0,0,1
3,121,0,121,36.6918149466192,-1,17,17.4117768767485,17.4117768767485,17.8235537534971,1,1,1,1,1,1,1,1,1
1,122,122,0,66.2096842105263,-1,8.51891370706061,9,9,9.48108629293939,1,1,1,1,0,0,0,0,1
1,122,0,122,66.2096842105263,-1,17,17.4810862929394,17.4810862929394,17.9621725858788,1,1,1,1,1,1,1,1,1
2,122,122,0,49.1580842635938,-1,8.51891370706061,9,9,9.48108629293939,1,1,1,1,0,0,0,0,1
2,122,0,122,49.1580842635938,-1,17,17.4810862929394,17.4810862929394,17.9621725858788,1,1,1,1,1,1,1,1,1
3,122,122,0,22.1410678971655,-1,8.51891370706061,9,9,9.48108629293939,1,1,1,1,0,0,0,0,1
3,122,0,122,22.1410678971655,-1,17,17.4810862929394,17.4810862929394,17.9621725858788,1,1,1,1,1,1,1,1,1
1,123,123,0,44.4349593495935,-1,8.62654093188356,9,9,9.37345906811644,1,1,1,1,0,0,0,0,1
1,123,0,123,44.4349593495935,-1,17,17.3734590681164,17.3734590681164,17.7469181362329,1,1,1,1,1,1,1,1,1
2,123,123,0,31.6929592376919,-1,8.62654093188356,9,9,9.37345906811644,1,1,1,1,0,0,0,0,1
2,123,0,123,31.6929592376919,-1,17,17.3734590681164,17.3734590681164,17.7469181362329,1,1,1,1,1,1,1,1,1
1,160,160,0,75.5840707964602,-1,8.66129985127499,9,9,9.33870014872501,1,1,1,1,0,0,0,0,1
1,160,0,160,75.5840707964602,-1,17,17.338700148725,17.338700148725,17.67740029745,1,1,1,1,1,1,1,1,1
2,160,160,0,68.3153252480706,-1,8.66129985127499,9,9,9.33870014872501,1,1,1,1,0,0,0,0,1
2,160,0,160,68.3153252480706,-1,17,17.338700148725,17.338700148725,17.67740029745,1,1,1,1,1,1,1,1,1
3,160,160,0,59.7449313276651,-1,8.66129985127499,9,9,9.33870014872501,1,1,1,1,0,0,0,0,1
3,160,0,160,59.7449313276651,-1,17,17.338700148725,17.338700148725,17.67740029745,1,1,1,1,1,1,1,1,1
1,163,163,0,130.186335403727,-1,8.60550548070472,9,9,9.39449451929528,1,1,1,1,0,0,0,0,1
1,163,0,163,130.186335403727,-1,17,17.3944945192953,17.3944945192953,17.7889890385906,1,1,1,1,1,1,1,1,1
2,163,163,0,265.466227347611,-1,8.60550548070472,9,9,9.39449451929528,1,1,1,1,0,0,0,0,1
2,163,0,163,265.466227347611,-1,17,17.3944945192953,17.3944945192953,17.7889890385906,1,1,1,1,1,1,1,1,1
3,163,163,0,70.0595238095238,-1,8.60550548070472,9,9,9.39449451929528,1,1,1,1,0,0,0,0,1
3,163,0,163,70.0595238095238,-1,17,17.3944945192953,17.3944945192953,17.7889890385906,1,1,1,1,1,1,1,1,1
1,164,164,0,239.092204526404,-1,8.56607877218159,9,9,9.43392122781841,1,1,1,1,0,0,0,0,1
1,164,0,164,239.092204526404,-1,17,17.4339212278184,17.4339212278184,17.8678424556368,1,1,1,1,1,1,1,1,1
2,164,164,0,213.231853785901,-1,8.56607877218159,9,9,9.43392122781841,1,1,1,1,0,0,0,0,1
2,164,0,164,213.231853785901,-1,17,17.4339212278184,17.4339212278184,17.8678424556368,1,1,1,1,1,1,1,1,1
3,164,164,0,32.3150684931507,-1,8.56607877218159,9,9,9.43392122781841,1,1,1,1,0,0,0,0,1
3,164,0,164,32.3150684931507,-1,17,17.4339212278184,17.4339212278184,17.8678424556368,1,1,1,1,1,1,1,1,1
1,168,168,0,164.233760683761,-1,8.76935638021042,9,9,9.23064361978958,1,1,1,1,0,0,0,0,1
1,168,0,168,164.233760683761,-1,17,17.2306436197896,17.2306436197896,17.4612872395792,1,1,1,1,1,1,1,1,1
2,168,168,0,46.9135381114903,-1,8.76935638021042,9,9,9.23064361978958,1,1,1,1,0,0,0,0,1
2,168,0,168,46.9135381114903,-1,17,17.2306436197896,17.2306436197896,17.4612872395792,1,1,1,1,1,1,1,1,1
3,168,168,0,25.4481054365733,-1,8.76935638021042,9,9,9.23064361978958,1,1,1,1,0,0,0,0,1
3,168,0,168,25.4481054365733,-1,17,17.2306436197896,17.2306436197896,17.4612872395792,1,1,1,1,1,1,1,1,1
1,170,170,0,274.697021764032,-1,8.68415383691748,9,9,9.31584616308252,1,1,1,1,0,0,0,0,1
1,170,0,170,274.697021764032,-1,17,17.3158461630825,17.3158461630825,17.6316923261651,1,1,1,1,1,1,1,1,1
2,170,170,0,282.320268756999,-1,8.68415383691748,9,9,9.31584616308252,1,1,1,1,0,0,0,0,1
2,170,0,170,282.320268756999,-1,17,17.3158461630825,17.3158461630825,17.6316923261651,1,1,1,1,1,1,1,1,1
3,170,170,0,41.3317191283293,-1,8.68415383691748,9,9,9.31584616308252,1,1,1,1,0,0,0,0,1
3,170,0,170,41.3317191283293,-1,17,17.3158461630825,17.3158461630825,17.6316923261651,1,1,1,1,1,1,1,1,1
1,172,172,0,297.563041023711,-1,8.59202057363471,9,9,9.40797942636529,1,1,1,1,0,0,0,0,1
1,172,0,172,297.563041023711,-1,17,17.4079794263653,17.4079794263653,17.8159588527306,1,1,1,1,1,1,1,1,1
2,172,172,0,123.538461538462,-1,8.59202057363471,9,9,9.40797942636529,1,1,1,1,0,0,0,0,1
2,172,0,172,123.538461538462,-1,17,17.4079794263653,17.4079794263653,17.8159588527306,1,1,1,1,1,1,1,1,1
3,172,172,0,22.672760511883,-1,8.59202057363471,9,9,9.40797942636529,1,1,1,1,0,0,0,0,1
3,172,0,172,22.672760511883,-1,17,17.4079794263653,17.4079794263653,17.8159588527306,1,1,1,1,1,1,1,1,1
1,173,173,0,154.094890510949,-1,8.70754545702593,9,9,9.29245454297407,1,1,1,1,0,0,0,0,1
1,173,0,173,154.094890510949,-1,17,17.2924545429741,17.2924545429741,17.5849090859481,1,1,1,1,1,1,1,1,1
2,173,173,0,183.585695006748,-1,8.70754545702593,9,9,9.29245454297407,1,1,1,1,0,0,0,0,1
2,173,0,173,183.585695006748,-1,17,17.2924545429741,17.2924545429741,17.5849090859481,1,1,1,1,1,1,1,1,1
3,173,173,0,40.9188544152745,-1,8.70754545702593,9,9,9.29245454297407,1,1,1,1,0,0,0,0,1
3,173,0,173,40.9188544152745,-1,17,17.2924545429741,17.2924545429741,17.5849090859481,1,1,1,1,1,1,1,1,1
1,175,175,0,359.389408099688,-1,8.64010504699131,9,9,9.35989495300869,1,1,1,1,0,0,0,0,1
1,175,0,175,359.389408099688,-1,17,17.3598949530087,17.3598949530087,17.7197899060174,1,1,1,1,1,1,1,1,1
2,175,175,0,266.599558742416,-1,8.64010504699131,9,9,9.35989495300869,1,1,1,1,0,0,0,0,1
2,175,0,175,266.599558742416,-1,17,17.3598949530087,17.3598949530087,17.7197899060174,1,1,1,1,1,1,1,1,1
3,175,175,0,45.6575757575758,-1,8.64010504699131,9,9,9.35989495300869,1,1,1,1,0,0,0,0,1
3,175,0,175,45.6575757575758,-1,17,17.3598949530087,17.3598949530087,17.7197899060174,1,1,1,1,1,1,1,1,1
1,178,178,0,132.953787517866,-1,8.80229563805287,9,9,9.19770436194713,1,1,1,1,0,0,0,0,1
1,178,0,178,132.953787517866,-1,17,17.1977043619471,17.1977043619471,17.3954087238943,1,1,1,1,1,1,1,1,1
2,178,178,0,41.4166666666667,-1,8.80229563805287,9,9,9.19770436194713,1,1,1,1,0,0,0,0,1
2,178,0,178,41.4166666666667,-1,17,17.1977043619471,17.1977043619471,17.3954087238943,1,1,1,1,1,1,1,1,1
1,179,179,0,145.014446227929,-1,8.64539235193509,9,9,9.35460764806491,1,1,1,1,0,0,0,0,1
1,179,0,179,145.014446227929,-1,17,17.3546076480649,17.3546076480649,17.7092152961298,1,1,1,1,1,1,1,1,1
2,179,179,0,68.2504192286193,-1,8.64539235193509,9,9,9.35460764806491,1,1,1,1,0,0,0,0,1
2,179,0,179,68.2504192286193,-1,17,17.3546076480649,17.3546076480649,17.7092152961298,1,1,1,1,1,1,1,1,1
1,181,181,0,91.3595166163142,-1,8.84240451262931,9,9,9.15759548737069,1,1,1,1,0,0,0,0,1
1,181,0,181,91.3595166163142,-1,17,17.1575954873707,17.1575954873707,17.3151909747414,1,1,1,1,1,1,1,1,1
2,181,181,0,40.657797029703,-1,8.84240451262931,9,9,9.15759548737069,1,1,1,1,0,0,0,0,1
2,181,0,181,40.657797029703,-1,17,17.1575954873707,17.1575954873707,17.3151909747414,1,1,1,1,1,1,1,1,1
3,181,181,0,20.8551307847083,-1,8.84240451262931,9,9,9.15759548737069,1,1,1,1,0,0,0,0,1
3,181,0,181,20.8551307847083,-1,17,17.1575954873707,17.1575954873707,17.3151909747414,1,1,1,1,1,1,1,1,1
1,193,193,0,21.2578899909829,-1,8.37443780228133,9,9,9.62556219771867,1,1,1,1,0,0,0,0,1
1,193,0,193,21.2578899909829,-1,17,17.6255621977187,17.6255621977187,18.2511243954374,1,1,1,1,1,1,1,1,1
2,193,193,0,59.0192307692308,-1,8.37443780228133,9,9,9.62556219771867,1,1,1,1,0,0,0,0,1
2,193,0,193,59.0192307692308,-1,17,17.6255621977187,17.6255621977187,18.2511243954374,1,1,1,1,1,1,1,1,1
3,193,193,0,21.8707197763802,-1,8.37443780228133,9,9,9.62556219771867,1,1,1,1,0,0,0,0,1
3,193,0,193,21.8707197763802,-1,17,17.6255621977187,17.6255621977187,18.2511243954374,1,1,1,1,1,1,1,1,1
1,231,231,0,25.2872048325096,-1,8.09634658721273,9,9,9.90365341278728,1,1,1,1,0,0,0,0,1
1,231,0,231,25.2872048325096,-1,17,17.9036534127873,17.9036534127873,18.8073068255746,1,1,1,1,1,1,1,1,1
2,231,231,0,20.5268965517241,-1,8.09634658721273,9,9,9.90365341278728,1,1,1,1,0,0,0,0,1
2,231,0,231,20.5268965517241,-1,17,17.9036534127873,17.9036534127873,18.8073068255746,1,1,1,1,1,1,1,1,1
1,232,232,0,30.5346215780998,-1,8.16828322599413,9,9,9.83171677400587,1,1,1,1,0,0,0,0,1
1,232,0,232,30.5346215780998,-1,17,17.8317167740059,17.8317167740059,18.6634335480117,1,1,1,1,1,1,1,1,1
2,232,232,0,33.770062606716,-1,8.16828322599413,9,9,9.83171677400587,1,1,1,1,0,0,0,0,1
2,232,0,232,33.770062606716,-1,17,17.8317167740059,17.8317167740059,18.6634335480117,1,1,1,1,1,1,1,1,1
2,233,233,0,37.2820738137083,-1,7.98217969496448,8.98217969496448,9,10,1,1,1,1,0,0,0,0,1
2,233,0,233,37.2820738137083,-1,17,18,18.0178203050355,19.0178203050355,1,1,1,1,1,1,1,1,1
2,234,234,0,29.2224546722455,-1,8.0477527634714,9,9,9.9522472365286,1,1,1,1,0,0,0,0,1
2,234,0,234,29.2224546722455,-1,17,17.9522472365286,17.9522472365286,18.9044944730572,1,1,1,1,1,1,1,1,1
1,236,236,0,24.1986989946777,-1,8.11345642806665,9,9,9.88654357193335,1,1,1,1,0,0,0,0,1
1,236,0,236,24.1986989946777,-1,17,17.8865435719333,17.8865435719333,18.7730871438667,1,1,1,1,1,1,1,1,1
2,236,236,0,28.8120950323974,-1,8.11345642806665,9,9,9.88654357193335,1,1,1,1,0,0,0,0,1
2,236,0,236,28.8120950323974,-1,17,17.8865435719333,17.8865435719333,18.7730871438667,1,1,1,1,1,1,1,1,1
1,237,237,0,45.2206451612903,-1,8.18828166630725,9,9,9.81171833369275,1,1,1,1,0,0,0,0,1
1,237,0,237,45.2206451612903,-1,17,17.8117183336928,17.8117183336928,18.6234366673855,1,1,1,1,1,1,1,1,1
2,237,237,0,30.1095208462974,-1,8.18828166630725,9,9,9.81171833369275,1,1,1,1,0,0,0,0,1
2,237,0,237,30.1095208462974,-1,17,17.8117183336928,17.8117183336928,18.6234366673855,1,1,1,1,1,1,1,1,1
1,240,240,0,20.5873983739837,-1,8.0484516799505,9,9,9.9515483200495,1,1,1,1,0,0,0,0,1
1,240,0,240,20.5873983739837,-1,17,17.9515483200495,17.9515483200495,18.903096640099,1,1,1,1,1,1,1,1,1
2,240,240,0,20.9903934126258,-1,8.0484516799505,9,9,9.9515483200495,1,1,1,1,0,0,0,0,1
2,240,0,240,20.9903934126258,-1,17,17.9515483200495,17.9515483200495,18.903096640099,1,1,1,1,1,1,1,1,1
1,241,241,0,43.5587392550143,-1,8.30026360838979,9,9,9.69973639161021,1,1,1,1,0,0,0,0,1
1,241,0,241,43.5587392550143,-1,17,17.6997363916102,17.6997363916102,18.3994727832204,1,1,1,1,1,1,1,1,1
2,241,241,0,79.7966101694915,-1,8.30026360838979,9,9,9.69973639161021,1,1,1,1,0,0,0,0,1
2,241,0,241,79.7966101694915,-1,17,17.6997363916102,17.6997363916102,18.3994727832204,1,1,1,1,1,1,1,1,1
3,241,241,0,24.2355250245339,-1,8.30026360838979,9,9,9.69973639161021,1,1,1,1,0,0,0,0,1
3,241,0,241,24.2355250245339,-1,17,17.6997363916102,17.6997363916102,18.3994727832204,1,1,1,1,1,1,1,1,1
1,243,243,0,27.7255343082115,-1,8.25401822960881,9,9,9.74598177039119,1,1,1,1,0,0,0,0,1
1,243,0,243,27.7255343082115,-1,17,17.7459817703912,17.7459817703912,18.4919635407824,1,1,1,1,1,1,1,1,1
2,243,243,0,76.9728331177232,-1,8.25401822960881,9,9,9.74598177039119,1,1,1,1,0,0,0,0,1
2,243,0,243,76.9728331177232,-1,17,17.7459817703912,17.7459817703912,18.4919635407824,1,1,1,1,1,1,1,1,1
3,243,243,0,31.7952380952381,-1,8.25401822960881,9,9,9.74598177039119,1,1,1,1,0,0,0,0,1
3,243,0,243,31.7952380952381,-1,17,17.7459817703912,17.7459817703912,18.4919635407824,1,1,1,1,1,1,1,1,1
1,245,245,0,132.915985130112,-1,8.39157649361699,9,9,9.60842350638301,1,1,1,1,0,0,0,0,1
1,245,0,245,132.915985130112,-1,17,17.608423506383,17.608423506383,18.216847012766,1,1,1,1,1,1,1,1,1
2,245,245,0,36.456,-1,8.39157649361699,9,9,9.60842350638301,1,1,1,1,0,0,0,0,1
2,245,0,245,36.456,-1,17,17.608423506383,17.608423506383,18.216847012766,1,1,1,1,1,1,1,1,1
2,246,246,0,24.2326203208556,-1,8.15592988217361,9,9,9.84407011782639,1,1,1,1,0,0,0,0,1
2,246,0,246,24.2326203208556,-1,17,17.8440701178264,17.8440701178264,18.6881402356528,1,1,1,1,1,1,1,1,1
1,248,248,0,40.4229323308271,-1,8.19867351451615,9,9,9.80132648548385,1,1,1,1,0,0,0,0,1
1,248,0,248,40.4229323308271,-1,17,17.8013264854838,17.8013264854838,18.6026529709677,1,1,1,1,1,1,1,1,1
2,248,248,0,47.3250345781466,-1,8.19867351451615,9,9,9.80132648548385,1,1,1,1,0,0,0,0,1
2,248,0,248,47.3250345781466,-1,17,17.8013264854838,17.8013264854838,18.6026529709677,1,1,1,1,1,1,1,1,1
3,248,248,0,42.6045602605863,-1,8.19867351451615,9,9,9.80132648548385,1,1,1,1,0,0,0,0,1
3,248,0,248,42.6045602605863,-1,17,17.8013264854838,17.8013264854838,18.6026529709677,1,1,1,1,1,1,1,1,1
1,249,249,0,84.5342333654773,-1,8.23121372359116,9,9,9.76878627640884,1,1,1,1,0,0,0,0,1
1,249,0,249,84.5342333654773,-1,17,17.7687862764088,17.7687862764088,18.5375725528177,1,1,1,1,1,1,1,1,1
2,249,249,0,115.648496240602,-1,8.23121372359116,9,9,9.76878627640884,1,1,1,1,0,0,0,0,1
2,249,0,249,115.648496240602,-1,17,17.7687862764088,17.7687862764088,18.5375725528177,1,1,1,1,1,1,1,1,1
3,249,249,0,42.6959818043973,-1,8.23121372359116,9,9,9.76878627640884,1,1,1,1,0,0,0,0,1
3,249,0,249,42.6959818043973,-1,17,17.7687862764088,17.7687862764088,18.5375725528177,1,1,1,1,1,1,1,1,1
1,250,250,0,177.783867341203,-1,8.30259577730292,9,9,9.69740422269708,1,1,1,1,0,0,0,0,1
1,250,0,250,177.783867341203,-1,17,17.6974042226971,17.6974042226971,18.3948084453942,1,1,1,1,1,1,1,1,1
2,250,250,0,236.955465587045,-1,8.30259577730292,9,9,9.69740422269708,1,1,1,1,0,0,0,0,1
2,250,0,250,236.955465587045,-1,17,17.6974042226971,17.6974042226971,18.3948084453942,1,1,1,1,1,1,1,1,1
3,250,250,0,68.7773501924134,-1,8.30259577730292,9,9,9.69740422269708,1,1,1,1,0,0,0,0,1
3,250,0,250,68.7773501924134,-1,17,17.6974042226971,17.6974042226971,18.3948084453942,1,1,1,1,1,1,1,1,1
1,251,251,0,44.2268041237113,-1,8.3680261920187,9,9,9.63197380798131,1,1,1,1,0,0,0,0,1
1,251,0,251,44.2268041237113,-1,17,17.6319738079813,17.6319738079813,18.2639476159626,1,1,1,1,1,1,1,1,1
2,251,251,0,58.1527777777778,-1,8.3680261920187,9,9,9.63197380798131,1,1,1,1,0,0,0,0,1
2,251,0,251,58.1527777777778,-1,17,17.6319738079813,17.6319738079813,18.2639476159626,1,1,1,1,1,1,1,1,1
2,252,252,0,37.5631885936487,-1,8.12269180866018,9,9,9.87730819133983,1,1,1,1,0,0,0,0,1
2,252,0,252,37.5631885936487,-1,17,17.8773081913398,17.8773081913398,18.7546163826796,1,1,1,1,1,1,1,1,1
1,253,253,0,23.6402877697842,-1,8.03216914886567,9,9,9.96783085113433,1,1,1,1,0,0,0,0,1
1,253,0,253,23.6402877697842,-1,17,17.9678308511343,17.9678308511343,18.9356617022687,1,1,1,1,1,1,1,1,1
1,254,254,0,102.666801455722,-1,8.44075830699017,9,9,9.55924169300983,1,1,1,1,0,0,0,0,1
